Name,Location,Filename,Heading for main subject,Title,Description,Related organization/service branch,Related organization/service branch URI,Topics,Topics URI,Genre/format,URI (from Location),Latitude (from Location),Longitude (from Location),Women,Gold Star,Influenza,Reference URL,CONTENTdm number
Roy Alexander Black,Liverpool (England),wwi_service_records_b1_f050,"Black, Alexander Roy",Roy Alexander Black file,"File documenting the participation of Roy Alexander Black as a private in the Army in World War I. He enlisted April 2, 1918 and served in the 21st and 168th Coast Artillery and the 138th Field Artillery. After being stationed at Fort Terry and Fort Totten, New York, and Camp Merrith, New Jersey, he was sent overseas on October 15, 1918, initially arriving in Liverpool, England and eventually moving on to Camp de Meucon, France. He was discharged January 11, 1919. File includes a survey and address card.","United States. Army; United States. Army. Coast Artillery Regiment, 21st ; United States. Army. Coast Artillery Regiment, 168th; United States. Army. Field Artillery Regiment, 138th",https://id.loc.gov/authorities/names/n79063202,"Black, Alexander Roy; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2644210/,53.41058,-2.97794,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/648,648
Roy Alexander Black,"Camp de Meucon (Brittany, France)",wwi_service_records_b1_f050,"Black, Alexander Roy",Roy Alexander Black file,"File documenting the participation of Roy Alexander Black as a private in the Army in World War I. He enlisted April 2, 1918 and served in the 21st and 168th Coast Artillery and the 138th Field Artillery. After being stationed at Fort Terry and Fort Totten, New York, and Camp Merrith, New Jersey, he was sent overseas on October 15, 1918, initially arriving in Liverpool, England and eventually moving on to Camp de Meucon, France. He was discharged January 11, 1919. File includes a survey and address card.","United States. Army; United States. Army. Coast Artillery Regiment, 21st ; United States. Army. Coast Artillery Regiment, 168th; United States. Army. Field Artillery Regiment, 138th",https://id.loc.gov/authorities/names/n79063202,"Black, Alexander Roy; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,,47.74128,-2.72038,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/648,648
Frank Louis Black,Camp Harry J. Jones (Ariz.),wwi_service_records_b1_f048,"Black, Frank Louis",Frank Louis Black file,"File documenting the participation of Frank Louis Black in World War I. Black was drafted on May 24, 1918, and served as a private in the 302nd Cavalry at Camp Harry J. Jones in Arizona. On August 20, 1918, he transferred to the 48th Field Artillery at Camp Kearney, California, before he was discharged on February 17, 1919. File includes a survey, address card, a photo, a letter, and clippings.","United States. Army; United States. Army. Cavalry, 302nd; United States. Army. Field Artillery Regiment, 48th;",https://id.loc.gov/authorities/names/n79063202,"Black, Frank Louis; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; reply cards; photographs; letters (correspondence); newspaper clippings;,,31.34455,-109.545,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/664,664
Frank Louis Black,Camp Kearny (Calif.),wwi_service_records_b1_f048,"Black, Frank Louis",Frank Louis Black file,"File documenting the participation of Frank Louis Black in World War I. Black was drafted on May 24, 1918, and served as a private in the 302nd Cavalry at Camp Harry J. Jones in Arizona. On August 20, 1918, he transferred to the 48th Field Artillery at Camp Kearney, California, before he was discharged on February 17, 1919. File includes a survey, address card, a photo, a letter, and clippings.","United States. Army; United States. Army. Cavalry, 302nd; United States. Army. Field Artillery Regiment, 48th;",https://id.loc.gov/authorities/names/n79063202,"Black, Frank Louis; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,,32.86602,-117.093,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/664,664
Joe Black,"Great Lakes Naval Training Center (Great Lakes, Ill.)",wwi_service_records_b1_f049,"Black, Joe",Joe Black file,File documenting the participation of Joe Black in the Navy in World War I. He was enlisted in the Radio branch at Camp Farragut located at the Great Lakes Naval Training Station in Illinois. File includes a postcard and newspaper clippings.,United States. Navy;,https://id.loc.gov/authorities/names/n79059051,"Black, Joe; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,postcards; newspaper clippings;,https://www.geonames.org/7267216/,42.30468,-87.8485,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/653,653
Earle Francis Blackburn,Camp Zachary Taylor (Ky.),wwi_service_records_b1_f051_01_admin.jpg,"Blackburn, Earle Francis",Earle Francis Blackburn file,"File documenting the participation of Earle Francis Blackburn in World War I. Blackburn served as a Sargeant in the 333rd Infantry at Camp Taylor, Kentucky. File includes a note with his Camp Taylor address.","United States. Army; United States. Army. Infantry Regiment, 333rd",https://id.loc.gov/authorities/names/n79063202; http://id.loc.gov/authorities/names/n85219789,"Blackburn, Earle Francis; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/8504327/,38.20082,-85.7094,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/8750,8750
Bane Bryan Blankenship,Camp Sevier (S.C.),wwi_service_records_b1_f052,"Blankenship, Bane Bryan",Bane Bryan Blankenship file,"File documenting the participation of Bane Bryan Blankenship in World War I. He enlisted on December 13, 1917. He received training at Camp Sevier, South Carolina, with the 646th Aero Squadron and was sent overseas on April 30, 1918. He participated in the Battle of Chateau Thierry. He was hospitalized at three different towns in France, including Bordeaux, and later at Fort Snelling, Minnesota, and Camp Grant, Illinois. He was discharged on February 1, 1919. File includes a survey, an address card, a photo, and an RSVP card. Description supplemented by information from Fold3.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 646th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Blankenship, Bane Bryan; Ch├óteau-Thierry, Battle of, Ch├óteau-Thierry, France, 1918; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85022759; https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; reply cards; photographs;,,34.89977,-82.3374,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/770,770
Bane Bryan Blankenship,Château-Thierry (France),wwi_service_records_b1_f052,"Blankenship, Bane Bryan",Bane Bryan Blankenship file,"File documenting the participation of Bane Bryan Blankenship in World War I. He enlisted on December 13, 1917. He received training at Camp Sevier, South Carolina, with the 646th Aero Squadron and was sent overseas on April 30, 1918. He participated in the Battle of Chateau Thierry. He was hospitalized at three different towns in France, including Bordeaux, and later at Fort Snelling, Minnesota, and Camp Grant, Illinois. He was discharged on February 1, 1919. File includes a survey, an address card, a photo, and an RSVP card. Description supplemented by information from Fold3.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 646th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Blankenship, Bane Bryan; Ch├óteau-Thierry, Battle of, Ch├óteau-Thierry, France, 1918; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85022759; https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/3026194/,49.04636,3.40304,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/770,770
Bane Bryan Blankenship,"Bordeaux (Nouvelle-Aquitaine, France)",wwi_service_records_b1_f052,"Blankenship, Bane Bryan",Bane Bryan Blankenship file,"File documenting the participation of Bane Bryan Blankenship in World War I. He enlisted on December 13, 1917. He received training at Camp Sevier, South Carolina, with the 646th Aero Squadron and was sent overseas on April 30, 1918. He participated in the Battle of Chateau Thierry. He was hospitalized at three different towns in France, including Bordeaux, and later at Fort Snelling, Minnesota, and Camp Grant, Illinois. He was discharged on February 1, 1919. File includes a survey, an address card, a photo, and an RSVP card. Description supplemented by information from Fold3.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 646th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Blankenship, Bane Bryan; Ch├óteau-Thierry, Battle of, Ch├óteau-Thierry, France, 1918; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85022759; https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/3031582/,44.84044,-0.5805,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/770,770
Bane Bryan Blankenship,Fort Snelling (Minn.),wwi_service_records_b1_f052,"Blankenship, Bane Bryan",Bane Bryan Blankenship file,"File documenting the participation of Bane Bryan Blankenship in World War I. He enlisted on December 13, 1917. He received training at Camp Sevier, South Carolina, with the 646th Aero Squadron and was sent overseas on April 30, 1918. He participated in the Battle of Chateau Thierry. He was hospitalized at three different towns in France, including Bordeaux, and later at Fort Snelling, Minnesota, and Camp Grant, Illinois. He was discharged on February 1, 1919. File includes a survey, an address card, a photo, and an RSVP card. Description supplemented by information from Fold3.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 646th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Blankenship, Bane Bryan; Ch├óteau-Thierry, Battle of, Ch├óteau-Thierry, France, 1918; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85022759; https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,,44.8858,-93.178,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/770,770
Bane Bryan Blankenship,Camp Grant (Ill.),wwi_service_records_b1_f052,"Blankenship, Bane Bryan",Bane Bryan Blankenship file,"File documenting the participation of Bane Bryan Blankenship in World War I. He enlisted on December 13, 1917. He received training at Camp Sevier, South Carolina, with the 646th Aero Squadron and was sent overseas on April 30, 1918. He participated in the Battle of Chateau Thierry. He was hospitalized at three different towns in France, including Bordeaux, and later at Fort Snelling, Minnesota, and Camp Grant, Illinois. He was discharged on February 1, 1919. File includes a survey, an address card, a photo, and an RSVP card. Description supplemented by information from Fold3.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 646th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Blankenship, Bane Bryan; Ch├óteau-Thierry, Battle of, Ch├óteau-Thierry, France, 1918; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85022759; https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/4886432/,42.20836,-89.0823,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/770,770
Leslie Frank Boling,Fort George G. Meade (Md.),wwi_service_records_b1_f053,"Boling, Leslie Frank",Leslie Frank Boling file,"File documenting the participation of Leslie Frank Boling in World War I. He enlisted in the Army on May 29, 1918, and first served with the 313th Infantry at Camp Meade, Maryland. He transferred to the Medical Department on July 1, 1918. File includes a survey, an address card, a letter, clippings, and his marriage announcement.","United States. Army; United States. Army. Infantry Regiment, 313th",https://id.loc.gov/authorities/names/n79063202; http://id.loc.gov/authorities/names/n93067220,"Boling, Leslie Frank; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; reply cards; letters (correspondence); newspaper clippings; wedding announcements;,https://www.geonames.org/7267469/,39.10698,-76.743,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/864,864
